Date,Dealer Code,Daily Sales ($),Prior MTD ($),Current MTD ($),YoY MTD ($),YoY MTD (%)
2024-07-29,D006,6643,66299,72942,68398,6.64
2024-07-29,D006,6119,79309,85428,82046,4.12
2024-07-31,D006,4550,99587,104137,106298,-2.03
2024-08-01,D006,5765,93074,98839,97348,1.53
2024-08-03,D006,3632,52199,55831,52475,6.4
2024-08-05,D006,4985,71868,76853,76081,1.01
2024-08-07,D006,3799,78873,82672,78647,5.12
2024-08-07,D006,5799,69561,75360,72693,3.67
2024-08-16,D006,5113,57115,62228,58707,6
2024-08-17,D006,4392,74489,78881,80638,-2.18
2024-08-21,D006,6711,62391,69102,67241,2.77
2024-08-21,D006,4903,91733,96636,93410,3.45
2024-08-31,D006,5632,73396,79028,77465,2.02
2024-09-03,D006,6503,85312,91815,89293,2.82
2024-09-15,D006,6597,52555,59152,61063,-3.13
2024-09-16,D006,3298,77484,80782,79645,1.43
2024-09-23,D006,4356,51022,55378,50431,9.81
2024-09-30,D006,3848,79541,83389,86153,-3.21
2024-10-03,D006,4447,63338,67785,68224,-0.64
2024-10-08,D006,3885,75600,79485,77667,2.34
2024-10-10,D006,4051,96699,100750,100123,0.63
2024-10-11,D006,6197,51462,57659,54691,5.43
2024-10-14,D006,4641,69601,74242,73388,1.16
2024-10-16,D006,3719,67906,71625,67869,5.53
2024-10-21,D006,3754,67778,71532,70251,1.82
2024-11-02,D006,5036,60473,65509,63015,3.96
2024-11-04,D006,6215,92244,98459,100875,-2.4
2024-11-06,D006,3992,51041,55033,51106,7.68
2024-11-07,D006,6282,67081,73363,74184,-1.11
2024-11-23,D006,3227,85096,88323,88592,-0.3
2024-11-26,D006,5530,50131,55661,57545,-3.27
2024-11-26,D006,5296,89932,95228,95631,-0.42
2024-11-26,D006,5391,61228,66619,68849,-3.24
2024-12-05,D006,6940,72867,79807,82604,-3.39
2024-12-09,D006,6333,90218,96551,96654,-0.11
2024-12-12,D006,3648,54340,57988,58832,-1.43
2024-12-14,D006,4794,99811,104605,104794,-0.18
2024-12-16,D006,5146,96246,101392,100511,0.88
2024-12-18,D006,5397,91069,96466,95912,0.58
2024-12-19,D006,6383,88023,94406,95521,-1.17
2024-12-21,D006,3215,98075,101290,101688,-0.39
2024-12-22,D006,6896,92633,99529,99802,-0.27
2024-12-23,D006,4806,51222,56028,56554,-0.93
2024-12-29,D006,5513,60482,65995,63386,4.12
2024-01-01,D007,3560,63407,66967,69255,-3.3
2024-01-01,D007,5619,89161,94780,93033,1.88
2024-01-03,D007,4646,67302,71948,72151,-0.28
2024-01-06,D007,5541,60108,65649,65289,0.55
2024-01-07,D007,4159,54626,58785,54729,7.41
2024-01-07,D007,3196,88957,92153,88480,4.15
2024-01-08,D007,4613,53907,58520,61244,-4.45
2024-01-15,D007,3838,69880,73718,74905,-1.58
2024-01-16,D007,6510,99997,106507,104543,1.88
2024-01-17,D007,3433,89199,92632,89595,3.39
2024-01-22,D007,4500,91802,96302,91695,5.02
2024-01-28,D007,3562,78138,81700,82211,-0.62
2024-02-01,D007,6376,56412,62788,65375,-3.96
2024-02-15,D007,5349,89779,95128,91073,4.45
2024-02-16,D007,3564,69642,73206,73609,-0.55
2024-02-19,D007,4455,68771,73226,73832,-0.82
2024-02-23,D007,3615,74405,78020,75051,3.96
2024-03-20,D007,4258,63598,67856,67990,-0.2
2024-03-22,D007,4395,78264,82659,85060,-2.82
2024-03-24,D007,3207,50899,54106,53645,0.86
2024-03-29,D007,5772,53726,59498,55266,7.66
2024-04-01,D007,3112,62546,65658,66504,-1.27
2024-04-03,D007,3809,65754,69563,71475,-2.68
2024-04-06,D007,3512,50215,53727,49428,8.7
2024-04-12,D007,4957,69540,74497,74109,0.52
2024-04-16,D007,3579,68047,71626,71262,0.51
2024-04-17,D007,3820,51421,55241,50802,8.74
2024-04-21,D007,3047,79047,82094,84267,-2.58
2024-04-23,D007,6604,94179,100783,96883,4.03
2024-04-25,D007,4075,57543,61618,57056,8
2024-05-09,D007,4781,82567,87348,89777,-2.71
2024-05-12,D007,6041,81029,87070,84378,3.19
2024-06-02,D007,3551,57812,61363,59863,2.51
2024-06-03,D007,5126,93901,99027,94378,4.93
2024-06-06,D007,4868,74555,79423,78933,0.62
2024-06-08,D007,4546,59160,63706,64069,-0.57
2024-06-09,D007,3537,99452,102989,105266,-2.16
2024-06-11,D007,4974,69675,74649,77380,-3.53
2024-06-20,D007,6158,70008,76166,73924,3.03
2024-06-21,D007,6472,85737,92209,92181,0.03
2024-06-21,D007,3874,56344,60218,63002,-4.42
2024-06-26,D007,3947,70505,74452,70899,5.01
2024-06-28,D007,3709,69956,73665,70690,4.21
2024-06-29,D007,6398,52155,58553,55587,5.34
2024-07-02,D007,3659,68506,72165,71346,1.15
2024-07-09,D007,4902,62205,67107,65437,2.55
2024-07-14,D007,5873,73116,78989,75315,4.88
2024-07-15,D007,3057,59684,62741,63070,-0.52
2024-07-22,D007,4986,58126,63112,65234,-3.25
2024-07-24,D007,6484,54434,60918,63260,-3.7
2024-07-24,D007,6134,98200,104334,104524,-0.18
2024-07-25,D007,5903,65536,71439,73033,-2.18
2024-07-27,D007,4471,52941,57412,54717,4.93
2024-07-28,D007,4983,59399,64382,65934,-2.35
2024-08-03,D007,6582,56212,62794,58546,7.26
2024-08-06,D007,4556,54175,58731,55788,5.28
2024-08-19,D007,3288,72785,76073,74448,2.18
2024-08-19,D007,6164,99999,106163,104454,1.64
2024-09-05,D007,5475,99731,105206,100532,4.65
2024-09-07,D007,5809,87657,93466,91627,2.01
2024-09-08,D007,4380,85950,90330,88543,2.02
2024-09-09,D007,3256,93390,96646,99205,-2.58
2024-09-19,D007,3305,89469,92774,92479,0.32
2024-09-25,D007,4348,65810,70158,68032,3.12
2024-09-26,D007,6830,87899,94729,91743,3.25
2024-09-27,D007,4759,76250,81009,83218,-2.65
2024-09-27,D007,3745,58749,62494,59287,5.41
2024-09-27,D007,6131,79991,86122,81488,5.69
2024-09-28,D007,3896,50370,54266,49550,9.52
2024-10-07,D007,4963,92745,97708,98434,-0.74
2024-10-10,D007,5029,79400,84429,80216,5.25
2024-10-15,D007,4054,91340,95394,93007,2.57
2024-10-16,D007,6503,67675,74178,74980,-1.07
2024-10-23,D007,6027,88921,94948,91359,3.93
2024-10-28,D007,3766,74094,77860,73378,6.11
2024-11-01,D007,5801,79057,84858,86532,-1.93
2024-11-10,D007,6266,57008,63274,60343,4.86
2024-11-17,D007,5269,66445,71714,73220,-2.06
2024-11-23,D007,4238,55983,60221,60427,-0.34
2024-11-27,D007,4235,63149,67384,64566,4.36
2024-12-13,D007,5587,83539,89126,86601,2.92
2024-12-16,D007,6179,98713,104892,102734,2.1
2024-12-20,D007,5625,69278,74903,70407,6.39
2024-12-21,D007,4816,50394,55210,51767,6.65
2024-12-25,D007,3600,74512,78112,80235,-2.65
2024-12-30,D007,5949,79714,85663,87045,-1.59
2024-12-31,D007,5788,69377,75165,77079,-2.48
2024-01-03,D008,4679,65901,70580,73344,-3.77
2024-01-03,D008,5240,96664,101904,103466,-1.51
2024-01-03,D008,4051,59596,63647,66491,-4.28
2024-01-07,D008,6929,77215,84144,80715,4.25
2024-01-08,D008,5169,58531,63700,62430,2.03
2024-01-10,D008,6010,88428,94438,92560,2.03
2024-01-13,D008,3724,56766,60490,62503,-3.22
2024-01-18,D008,3056,80831,83887,86883,-3.45
2024-01-19,D008,4832,60777,65609,63462,3.38
2024-01-25,D008,6150,96659,102809,98469,4.41
2024-01-29,D008,3295,73513,76808,74787,2.7
2024-01-31,D008,6658,65596,72254,70320,2.75
2024-01-31,D008,4525,61284,65809,63456,3.71
2024-02-01,D008,6283,93442,99725,97333,2.46
2024-02-01,D008,5007,56683,61690,58853,4.82
2024-02-03,D008,5044,56834,61878,64121,-3.5
2024-02-07,D008,6395,63515,69910,67619,3.39
2024-02-08,D008,5201,99401,104602,106929,-2.18
2024-02-10,D008,4391,77794,82185,80978,1.49
2024-02-11,D008,4471,65374,69845,67103,4.09
2024-02-14,D008,6285,95671,101956,104762,-2.68
2024-02-21,D008,4068,60532,64600,60519,6.74
2024-02-25,D008,5624,56411,62035,58823,5.46
2024-02-26,D008,5345,74161,79506,78274,1.57
2024-03-04,D008,5685,78377,84062,83195,1.04
2024-03-12,D008,4690,65549,70239,67852,3.52
2024-03-14,D008,3253,53089,56342,53292,5.72
2024-03-19,D008,3386,71181,74567,70865,5.22
2024-03-26,D008,6416,78155,84571,81802,3.39
2024-03-27,D008,5090,86224,91314,86526,5.53
2024-03-28,D008,6091,79685,85776,86715,-1.08
2024-03-31,D008,5837,77236,83073,78751,5.49
2024-04-02,D008,6993,65305,72298,73673,-1.87
2024-04-07,D008,3824,85694,89518,91166,-1.81
2024-04-19,D008,6021,75537,81558,81569,-0.01
2024-04-19,D008,5400,86775,92175,93270,-1.17
2024-05-01,D008,4371,86487,90858,91113,-0.28
2024-05-05,D008,6510,72290,78800,75674,4.13
2024-05-06,D008,5924,67349,73273,70157,4.44
2024-05-07,D008,5415,50366,55781,51326,8.68
2024-05-14,D008,4218,70880,75098,73363,2.36
2024-05-17,D008,3815,86534,90349,90427,-0.09
2024-05-19,D008,5457,72554,78011,77911,0.13
2024-05-26,D008,6646,98933,105579,103137,2.37
2024-05-28,D008,3789,96353,100142,97317,2.9
2024-05-29,D008,6883,80137,87020,86401,0.72
2024-06-09,D008,6649,95853,102502,105264,-2.62
2024-06-16,D008,3992,98876,102868,104240,-1.32
2024-06-18,D008,5251,95609,100860,97704,3.23
2024-06-22,D008,6014,59157,65171,63112,3.26
2024-06-30,D008,4897,80805,85702,85164,0.63
2024-07-01,D008,3833,93724,97557,98086,-0.54
2024-07-08,D008,6560,57482,64042,66747,-4.05
2024-07-09,D008,4965,90084,95049,91307,4.1
2024-07-23,D008,5362,85524,90886,87033,4.43
2024-07-24,D008,3384,93388,96772,92528,4.59
2024-07-25,D008,5654,59076,64730,63925,1.26
2024-07-25,D008,5993,55350,61343,63810,-3.87
2024-07-28,D008,4755,82335,87090,82423,5.66
2024-07-29,D008,3366,86509,89875,87186,3.08
2024-08-01,D008,5072,97858,102930,99842,3.09
2024-08-06,D008,5953,94941,100894,97961,2.99
2024-08-10,D008,3002,90958,93960,92011,2.12
2024-08-13,D008,5232,85779,91011,89885,1.25
2024-08-13,D008,5407,71248,76655,74763,2.53
2024-08-18,D008,5055,53515,58570,59195,-1.06
2024-08-28,D008,3271,94602,97873,96787,1.12
2024-09-04,D008,4124,97805,101929,104834,-2.77
2024-09-06,D008,3587,52121,55708,55126,1.06
2024-09-07,D008,5938,52483,58421,57180,2.17
2024-09-17,D008,4789,70750,75539,78417,-3.67
2024-09-20,D008,3314,61737,65051,66917,-2.79
2024-09-21,D008,6547,82333,88880,84828,4.78
2024-09-23,D008,3213,53762,56975,54768,4.03
2024-09-27,D008,5928,80276,86204,83969,2.66
2024-10-01,D008,3491,87690,91181,89135,2.3
2024-10-02,D008,6911,59032,65943,65801,0.22
2024-10-03,D008,4335,85629,89964,88314,1.87
2024-10-04,D008,3105,79190,82295,83354,-1.27
2024-10-07,D008,5605,64408,70013,67028,4.45
2024-10-07,D008,5892,51695,57587,57329,0.45
2024-10-11,D008,4203,62952,67155,67362,-0.31
2024-10-14,D008,4792,82016,86808,86744,0.07
2024-10-21,D008,3234,85490,88724,87068,1.9
2024-10-22,D008,3235,60295,63530,64588,-1.64
2024-10-24,D008,6044,72024,78068,75156,3.87
2024-10-24,D008,3857,73154,77011,78962,-2.47
2024-11-01,D008,4932,74078,79010,75814,4.22
2024-11-03,D008,4670,63003,67673,68376,-1.03
2024-11-06,D008,6446,71545,77991,76363,2.13
2024-11-07,D008,3707,94066,97773,100395,-2.61
2024-11-08,D008,4725,81891,86616,86203,0.48
2024-11-13,D008,5232,75805,81037,82470,-1.74
2024-11-14,D008,5527,55088,60615,56051,8.14
2024-11-20,D008,3388,75192,78580,73930,6.29
2024-11-25,D008,4808,84550,89358,87817,1.75
2024-12-06,D008,3128,91974,95102,96303,-1.25
2024-12-08,D008,6087,88220,94307,94041,0.28
2024-12-10,D008,3813,80659,84472,80528,4.9
2024-12-12,D008,5357,81105,86462,82086,5.33
2024-12-17,D008,5019,95550,100569,97844,2.79
2024-12-22,D008,6829,64779,71608,72720,-1.53
2024-12-23,D008,6019,73959,79978,82311,-2.83
2024-12-25,D008,4091,57006,61097,60614,0.8
2024-12-27,D008,6257,86495,92752,88001,5.4
2024-01-03,D009,5132,78441,83573,80102,4.33
2024-01-04,D009,4099,82584,86683,89607,-3.26
2024-01-10,D009,4596,99133,103729,104120,-0.38
2024-01-15,D009,3515,95246,98761,100570,-1.8
2024-01-15,D009,3036,91598,94634,93934,0.75
2024-01-23,D009,6807,78527,85334,80897,5.48
2024-01-24,D009,4038,67059,71097,67429,5.44
2024-01-26,D009,3520,66393,69913,67834,3.06
2024-01-27,D009,6031,66220,72251,70051,3.14
2024-01-29,D009,6727,75236,81963,82340,-0.46
2024-02-08,D009,4563,67154,71717,71562,0.22
2024-02-11,D009,3769,96275,100044,99069,0.98
2024-02-14,D009,5291,75357,80648,76881,4.9
2024-02-21,D009,6711,89963,96674,92954,4
2024-03-08,D009,4933,67764,72697,72016,0.95
2024-03-09,D009,6516,80858,87374,88484,-1.25
2024-03-11,D009,4711,75801,80512,78145,3.03
2024-03-14,D009,6619,68020,74639,74056,0.79
2024-03-16,D009,4570,55415,59985,59594,0.66
2024-03-19,D009,6123,75473,81596,77532,5.24
2024-03-20,D009,6225,73397,79622,74918,6.28
2024-03-26,D009,3022,56086,59108,55725,6.07
2024-03-27,D009,6441,54784,61225,58464,4.72
2024-04-01,D009,3436,54924,58360,54283,7.51
2024-04-02,D009,4685,67818,72503,69222,4.74
2024-04-09,D009,4681,80728,85409,80668,5.88
2024-04-10,D009,6315,53651,59966,60727,-1.25
2024-04-11,D009,4872,61346,66218,61495,7.68
2024-04-14,D009,5047,80869,85916,88771,-3.22
2024-04-18,D009,6968,52716,59684,62494,-4.5
2024-04-18,D009,4160,56297,60457,62046,-2.56
2024-05-02,D009,6380,78343,84723,83953,0.92
2024-05-08,D009,6113,87344,93457,93480,-0.02
2024-05-18,D009,6551,62297,68848,69075,-0.33
2024-05-19,D009,6190,68830,75020,74115,1.22
2024-05-20,D009,4703,66182,70885,73265,-3.25
2024-05-24,D009,3068,85897,88965,85125,4.51
2024-05-29,D009,5463,90388,95851,96077,-0.24
2024-06-01,D009,6808,88014,94822,97630,-2.88
2024-06-12,D009,3082,51920,55002,50185,9.6
2024-06-14,D009,4482,84773,89255,90239,-1.09
2024-06-15,D009,4795,66626,71421,70336,1.54
2024-06-27,D009,5259,92788,98047,99790,-1.75
2024-06-29,D009,4592,65479,70071,69180,1.29
2024-07-05,D009,3875,77399,81274,77369,5.05
2024-07-07,D009,3463,97482,100945,102920,-1.92
2024-07-08,D009,4885,89828,94713,89869,5.39
2024-07-09,D009,6944,59415,66359,66466,-0.16
2024-07-11,D009,5895,92641,98536,100203,-1.66
2024-07-16,D009,6165,72222,78387,75321,4.07
2024-07-18,D009,4278,63490,67768,68174,-0.6
2024-07-19,D009,5343,87904,93247,90487,3.05
2024-07-21,D009,4432,68901,73333,73476,-0.19
2024-07-31,D009,4583,56704,61287,56299,8.86
2024-08-18,D009,3873,81100,84973,87882,-3.31
2024-08-23,D009,3709,69355,73064,73332,-0.37
2024-08-26,D009,6405,59106,65511,67073,-2.33
2024-08-28,D009,6225,97996,104221,100561,3.64
2024-08-28,D009,6347,53675,60022,58307,2.94
2024-09-02,D009,4881,85847,90728,87433,3.77
2024-09-05,D009,5996,59416,65412,61186,6.91
2024-09-06,D009,5361,84660,90021,89582,0.49
2024-09-07,D009,4454,84635,89089,84624,5.28
2024-09-14,D009,4503,90823,95326,95077,0.26
2024-09-18,D009,6144,76015,82159,84607,-2.89
2024-10-05,D009,3713,66508,70221,69975,0.35
2024-10-09,D009,3272,61179,64451,63363,1.72
2024-10-10,D009,3717,82307,86024,84078,2.31
2024-10-11,D009,3076,70538,73614,70040,5.1
2024-10-13,D009,5497,94349,99846,102828,-2.9
2024-10-13,D009,4862,59096,63958,59522,7.45
2024-10-18,D009,6631,55938,62569,61377,1.94
2024-10-23,D009,5409,84229,89638,86368,3.79
2024-10-31,D009,6960,73895,80855,82892,-2.46
2024-11-04,D009,6516,63621,70137,66317,5.76
2024-11-19,D009,4058,59168,63226,61649,2.56
2024-11-25,D009,5448,64385,69833,70042,-0.3
2024-12-05,D009,5348,82577,87925,83214,5.66
2024-12-17,D009,3559,95800,99359,96797,2.65
2024-12-21,D009,3687,58521,62208,63462,-1.98
2024-12-31,D009,4138,61934,66072,67495,-2.11
2024-01-04,D010,5910,53985,59895,57952,3.35
2024-01-29,D010,4384,72689,77073,73061,5.49
2024-01-31,D010,6092,87594,93686,93022,0.71
2024-02-07,D010,6694,63279,69973,66462,5.28
2024-02-10,D010,4502,84178,88680,87910,0.88
2024-02-13,D010,5933,57087,63020,60942,3.41
2024-02-18,D010,5830,80162,85992,82264,4.53
2024-02-20,D010,3860,83061,86921,87233,-0.36
2024-02-22,D010,5861,64088,69949,70928,-1.38
2024-02-22,D010,4067,52100,56167,55510,1.18
2024-02-23,D010,4299,71534,75833,77675,-2.37
2024-03-07,D010,4443,94645,99088,101457,-2.33
2024-03-09,D010,5824,51211,57035,59806,-4.63
2024-03-20,D010,5693,65562,71255,70166,1.55
2024-03-29,D010,6731,66835,73566,74091,-0.71
2024-04-04,D010,3261,76424,79685,77693,2.56
2024-04-07,D010,6416,64114,70530,73323,-3.81
2024-04-11,D010,4357,54893,59250,60966,-2.81
2024-04-19,D010,5893,80564,86457,81632,5.91
2024-04-21,D010,4886,61542,66428,68378,-2.85
2024-04-29,D010,4672,74363,79035,76109,3.84
2024-04-29,D010,3975,75298,79273,79703,-0.54
2024-04-29,D010,6706,92230,98936,94409,4.8
2024-05-02,D010,5263,76913,82176,84732,-3.02
2024-05-04,D010,6771,70733,77504,73402,5.59
2024-05-04,D010,4104,64820,68924,69225,-0.43
2024-05-07,D010,3723,57991,61714,57467,7.39
2024-05-08,D010,3255,73461,76716,75390,1.76
2024-05-09,D010,5241,85131,90372,85420,5.8
2024-05-10,D010,3389,88230,91619,89751,2.08
2024-05-13,D010,5365,57044,62409,59912,4.17
2024-05-14,D010,6528,51624,58152,53491,8.71
2024-05-19,D010,4617,67044,71661,69137,3.65
2024-05-29,D010,5605,56256,61861,57603,7.39
2024-06-05,D010,6902,84120,91022,92426,-1.52
2024-06-12,D010,4504,98022,102526,99471,3.07
2024-06-15,D010,4270,76465,80735,76025,6.2
2024-06-19,D010,4872,63100,67972,70611,-3.74
2024-06-20,D010,4942,67601,72543,72323,0.3
2024-06-23,D010,4001,67430,71431,66478,7.45
2024-06-30,D010,6176,54008,60184,59680,0.84
2024-07-02,D010,6704,91803,98507,99983,-1.48
2024-07-05,D010,4963,85297,90260,88243,2.29
2024-07-07,D010,3650,99445,103095,104238,-1.1
2024-07-17,D010,4787,51073,55860,57695,-3.18
2024-07-19,D010,5203,68839,74042,74208,-0.22
2024-07-19,D010,3829,73897,77726,74100,4.89
2024-07-20,D010,3343,55972,59315,54625,8.59
2024-07-25,D010,5435,74031,79466,80652,-1.47
2024-07-26,D010,4645,88599,93244,93245,0
2024-08-04,D010,5478,92735,98213,99247,-1.04
2024-08-06,D010,3716,93730,97446,96074,1.43
2024-08-11,D010,4046,56800,60846,63737,-4.54
2024-08-12,D010,6742,78363,85105,81313,4.66
2024-08-16,D010,4369,75965,80334,81334,-1.23
2024-08-26,D010,6379,98673,105052,105634,-0.55
2024-09-02,D010,3271,68414,71685,70187,2.13
2024-09-02,D010,6908,81843,88751,88902,-0.17
2024-09-06,D010,5921,54676,60597,59556,1.75
2024-09-07,D010,6878,90902,97780,99856,-2.08
2024-09-10,D010,4540,53956,58496,54943,6.47
2024-09-23,D010,5917,67221,73138,68592,6.63
2024-09-27,D010,5089,67500,72589,67725,7.18
2024-09-29,D010,6568,97664,104232,100605,3.61
2024-10-05,D010,4666,70895,75561,76366,-1.05
2024-10-10,D010,4400,94698,99098,97755,1.37
2024-10-11,D010,3501,74143,77644,76769,1.14
2024-10-13,D010,4339,73365,77704,75312,3.18
2024-10-16,D010,3042,96665,99707,95702,4.18
2024-10-24,D010,5367,62413,67780,70504,-3.86
2024-10-28,D010,5870,91901,97771,96857,0.94
2024-10-29,D010,4080,59777,63857,63800,0.09
2024-10-30,D010,5590,91252,96842,98199,-1.38
2024-11-01,D010,3741,72490,76231,74316,2.58
2024-11-04,D010,6150,98442,104592,102835,1.71
2024-11-08,D010,4176,84103,88279,85866,2.81
2024-11-08,D010,3116,82409,85525,83493,2.43
2024-11-13,D010,5304,78176,83480,83137,0.41
2024-11-16,D010,6113,62884,68997,69557,-0.81
2024-11-26,D010,5317,86389,91706,90215,1.65
2024-12-01,D010,6471,84782,91253,92612,-1.47
2024-12-04,D010,5584,82835,88419,89823,-1.56
2024-12-04,D010,3832,56982,60814,56387,7.85
2024-12-22,D010,5504,85735,91239,87904,3.79
2024-12-27,D010,4139,93169,97308,92562,5.13
2024-12-29,D010,5526,62852,68378,64764,5.58
2024-01-04,D011,4870,91605,96475,99358,-2.9
2024-01-05,D011,3976,51207,55183,53044,4.03
2024-01-06,D011,6092,61154,67246,67584,-0.5
2024-01-10,D011,6778,83397,90175,92906,-2.94
2024-01-21,D011,6622,67509,74131,74014,0.16
2024-01-23,D011,3805,85133,88938,86935,2.3
2024-02-03,D011,4894,93203,98097,99231,-1.14
2024-02-10,D011,3104,96980,100084,101171,-1.07
2024-02-13,D011,6541,58680,65221,63945,2
2024-02-23,D011,4367,54042,58409,55212,5.79
2024-03-01,D011,3945,77586,81531,80630,1.12
2024-03-02,D011,5525,81007,86532,84739,2.12
2024-03-14,D011,3186,51597,54783,54375,0.75
2024-03-21,D011,3391,63986,67377,65863,2.3
2024-03-21,D011,6455,92642,99097,101803,-2.66
2024-03-25,D011,3166,77007,80173,80658,-0.6
2024-03-25,D011,5452,90149,95601,93821,1.9
2024-04-06,D011,3146,90117,93263,91087,2.39
2024-04-08,D011,4302,91168,95470,93734,1.85
2024-04-08,D011,5532,61772,67304,62839,7.11
2024-04-12,D011,4265,88101,92366,94883,-2.65
2024-04-12,D011,6754,97966,104720,101304,3.37
2024-04-14,D011,3951,73874,77825,78143,-0.41
2024-04-17,D011,3025,93964,96989,95473,1.59
2024-04-22,D011,4443,92405,96848,95649,1.25
2024-04-22,D011,3132,84898,88030,84830,3.77
2024-04-28,D011,4734,80608,85342,83781,1.86
2024-04-29,D011,5293,50244,55537,58517,-5.09
2024-05-03,D011,6380,50739,57119,58574,-2.48
2024-05-16,D011,4881,57041,61922,62539,-0.99
2024-05-17,D011,4391,86282,90673,88720,2.2
2024-05-19,D011,5888,79697,85585,86018,-0.5
2024-05-22,D011,6871,99429,106300,109068,-2.54
2024-05-23,D011,6414,60939,67353,69719,-3.39
2024-05-24,D011,3875,58389,62264,64296,-3.16
2024-05-26,D011,3034,59190,62224,59796,4.06
2024-05-26,D011,3906,67740,71646,72472,-1.14
2024-06-07,D011,6036,79823,85859,80990,6.01
2024-06-13,D011,4216,80216,84432,79864,5.72
2024-06-25,D011,6082,97656,103738,100149,3.58
2024-06-30,D011,3892,94799,98691,96022,2.78
2024-07-05,D011,5964,54594,60558,62609,-3.28
2024-07-09,D011,5923,94491,100414,99508,0.91
2024-07-12,D011,3122,78295,81417,82981,-1.88
2024-07-20,D011,5986,91018,97004,97571,-0.58
2024-07-23,D011,3448,71921,75369,70553,6.83
2024-07-24,D011,6750,85062,91812,91182,0.69
2024-07-30,D011,5173,78060,83233,84711,-1.74
2024-08-01,D011,4617,85298,89915,89582,0.37
2024-08-02,D011,5415,72578,77993,77024,1.26
2024-08-03,D011,3981,96015,99996,97385,2.68
2024-08-16,D011,6345,65357,71702,74141,-3.29
2024-08-16,D011,3303,83853,87156,83443,4.45
2024-09-04,D011,4589,84464,89053,89060,-0.01
2024-09-10,D011,4865,93879,98744,99147,-0.41
2024-09-12,D011,3597,70714,74311,75943,-2.15
2024-09-15,D011,3425,99157,102582,105392,-2.67
2024-09-17,D011,6184,54959,61143,63084,-3.08
2024-09-17,D011,3689,71527,75216,73434,2.43
2024-09-20,D011,3224,77606,80830,76958,5.03
